ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-0.13006945170099224,0.42989602302651203,-0.8800590304151635,0.07670133826554484,-0.46638772609335444,1.7846314229752915,0.505905913316355,0.2668996614176612,0.17366650520706603,0
-0.02547354645713591,0.6906563425708998,1.0300451978588578,-0.22108952792710726,-1.928916434042998,-0.1823245228827181,0.5816678266174784,0.2819204020975257,-2.5403877382851294,0
0.4557748428331991,0.7084230719474018,1.0032371398015638,-0.209493726682532,-0.014799206837658466,-0.262002364096216,-0.4614121445567844,0.2514243051310398,1.4577157304384663,0
0.5759912995895266,-0.7000007750599421,-0.9763009964414215,-0.11016988311086946,0.6408639295976819,0.5588741308600415,0.6629676055748668,0.10103218506151304,-0.759307341723346,0
-1.4678391397585409,-0.14912316631757175,0.16096742074436593,-0.16722701361997364,-0.014799206837658466,-1.3585015814929104,1.208342858304914,-1.4570581665811655,-0.4531467277403817,0
-0.7827196186921589,0.12750568436470644,1.2879685936354803,0.19443531060405364,-0.014799206837658466,-0.32491296814965737,-0.14726453193991046,-0.18671698420989255,-0.10551028052406572,0
0.5930781390728429,0.5078947918602496,-0.5981593424103313,-1.5016877341934416,-1.1397624801840283,0.6429957816144428,-0.028755636630386102,0.9923498322960719,-0.4887515831186277,0
-0.02547354645713591,-1.7982215039762504,-0.1619848476807656,-1.99714410800417,1.6623960120474228,1.1657391539352775,1.5009355946714098,-1.038686701160939,-0.8514649937071949,0
0.2494404670827882,-0.39564669718345696,-0.5422737752659941,-1.5870378180263514,0.05584314395315115,0.33151354378179915,-1.3858945751943526,0.8961180777772457,-1.8845479082135204,0
-0.3341430311880213,-1.0040502114989545,-0.46039598293644834,-0.3665484833241488,-0.014799206837658466,-0.53309845722724,1.1517438245625844,-1.4124584187482379,-0.24854125311894426,0
-1.1303669221676762,0.9191552249867111,2.6800352339741056,-0.03291011008533195,-0.7190952054551335,-0.07524093235692338,2.314393314861402,-0.47919569304454523,0.15945825481734763,0
-0.06981578804152695,-0.31825521823540115,0.6781952458076826,0.05827072159366351,0.44649303865081186,-0.15019795768907893,1.6924205376894825,-1.9171319902397266,-0.9489587367095724,0
1.7254046618970853,-1.199703677722554,1.361928413796605,-1.5688535460933972,-0.014799206837658466,0.7322457714766688,-0.9786765356618174,0.013636032150744902,1.2754486991523666,0
1.004433385529405,0.4049604368303987,0.0414247514372062,-2.8226331532092486,-0.31690246691688406,-0.15507061933546923,-0.3894628425853963,-1.4851786354787795,0.8012824513817965,0
-1.2655902066337734,-0.1131765433781137,1.3881479686122244,-0.845895135835326,-1.4012401771977172,-0.566461050770237,0.47852013942390725,0.89367208143299,0.6238142823276869,0
-0.02547354645713591,-0.9026017754620258,-0.822001587969048,-0.20243068202979736,-1.7682270073656658,1.3628204197948652,-0.13474000845567305,0.7066949947828363,-0.681805205117202,0
1.215207285210936,1.133260547080217,-0.2810228732664612,-0.3810951578369877,-0.014799206837658466,-1.742230726846011,-0.3602876243200006,-2.6221938559565796,-1.9097550309272115,0
0.837431849986102,-0.583886011656203,-1.5469845857403115,-0.8308814432554593,0.06263028207946188,-0.7983206901207746,0.02248749784324273,-0.9818143745175385,0.6336637471378194,0
-2.4927165396775153,0.335454391231502,3.0865655866405497,-0.9191329111107285,-0.8753406570349813,-0.9241816822755463,0.5146845824136618,1.2831230584992606,-0.31402271943509624,0
-3.4622097439733186,0.6117318947682217,0.11693952322319835,-0.2230221824586246,0.28794608269227123,-1.0533957689901186,-0.8425097610552638,0.7817297337283663,-0.05599772887339669,0
1.2397646138026537,0.7874372437727858,-1.4991263980162484,-0.7018599971930422,-0.04443298386351343,-0.012105284801595596,-1.039174662460925,0.013636032150744902,-0.3407060659156755,0
-3.0358620291575984,-0.23012713223472053,1.4581751055032925,-0.20585591082418583,-0.014799206837658466,0.5181816713030051,-0.33685688117135304,-1.070788282654698,1.023268949226165,0
-0.02547354645713591,1.0146346252350802,0.04909951798257921,-0.8971841454422715,-0.3491670040548593,-0.4600102371617636,0.3678049855100618,-2.03971226152658,-0.14819603896673794,0
-0.02547354645713591,0.9246049660609854,2.0449852941510094,0.9302485975342106,-0.014799206837658466,1.391093794792561,-0.16332452762172,0.013636032150744902,1.1490882282502315,0
0.9826662587582662,-2.0716825264286878,1.1410895279755346,-0.6719152706090634,3.4543016528253836,1.583110904564434,0.5113061756588637,1.3359299575844454,0.23118151254065158,0
-0.7298949774021017,-0.2885216147943828,0.061677110332463696,0.8021046043706385,-0.06623152337139943,0.23122798873835335,-2.968324141404692,-0.028711670484770746,0.08962819716615278,0
-1.0110545105914226,0.7436720212868567,-1.5151623057699608,0.7578893517607154,-0.9238925251176564,-0.16701231747693057,-2.360082729674433,0.902507185446829,-1.026791462194538,0
0.2948545053088451,-0.7259516919381955,-0.420360320072582,-0.13554130909508735,0.4928359360594938,-0.6079560442388642,-1.0904139229289713,0.1550474110163014,-0.33807193635071253,0
0.7974983186380443,0.3286009596234766,1.0341164821473785,-0.6481480479576157,-0.023305126135672725,-0.7075198093986602,0.9822613075533532,-0.7215644106043398,0.5978372230741932,0
2.205859490471882,0.635665700381521,-1.2931770832558585,-2.3228846051021916,1.7750287285249102,0.816730010857759,-0.44509996562879894,0.37256528550845186,-0.7169845693008544,0
-0.02547354645713591,-0.785387384099263,-0.5078934236558865,0.7568233703015619,0.4339876212112361,-0.6402692342570763,-0.9964227031226167,0.46259376186869283,-0.32056721256993626,0
